1,0.7089999841526151
2,0.8564999808557332
3,0.9284999792464077
4,1.0394999767653643
5,0.9164999795146287
6,1.2299999725073576
7,1.2564999719150365
8,1.2399999722838402
9,1.6854999623261393
10,1.3454999699257315
11,1.7434999610297381
12,1.5239999659359456
13,1.4519999675452708
14,1.9009999575093388
15,1.789499960001558
16,1.866999958269298
17,2.217999950423837
18,2.2944999487139284
19,2.1294999524019658
20,2.516999943740666
21,2.846499936375767
22,2.225999950245023
23,2.489999944344163
24,3.048999931849539
25,3.226499927882105
26,2.892499935347587
27,2.8264999368228017
28,2.791999937593937
29,3.2349999276921153
30,3.3329999255016447
31,3.0304999322630466
32,3.1239999301731585
33,2.9359999343752863
34,3.9084999126382174
35,3.7084999171085657
36,3.7184999168850483
37,4.419999901205301
38,3.984999910928309
39,4.438999900780618
40,3.7739999156445263
41,3.9964999106712638
42,3.7699999157339334
43,4.432999900914728
44,4.292999904043972
45,4.311499903630465
46,4.1684999068267645
47,4.711999894678593
48,5.464499877858907
49,4.403999901562929
50,3.643499918561429
51,4.765499893482774
52,4.53849989855662
53,4.150499907229095
54,4.345499902870506
55,4.333499903138727
56,3.5419999208301305
57,5.2094998835586015
58,4.214999905787408
59,4.328499903250486
60,4.757999893650412
61,5.346999880485237
62,4.688999895192683
63,4.172499906737357
64,4.18849990637973
65,4.77699989322573
66,4.970999888889492
67,5.471499877702445
68,5.2704998821951445
69,4.95149988932535
70,5.637499873992056
71,4.612999896891415
72,5.855499869119376
73,5.292499881703407
74,4.9659998890012504
75,4.859499891381711
76,5.607999874651432
77,5.415499878954142
78,5.795999870449305
79,5.818499869946391
80,5.231999883055687
81,4.681499895360321
82,6.0254998653195795
83,6.253499860223383
84,5.742499871645123
85,5.453499878104776
86,5.865999868884683
87,5.793499870505184
88,5.725999872013927
89,6.105999863520265
90,6.121999863162637
91,6.620999852009118
92,6.163999862223863
93,5.053499887045473
94,6.402499856892973
95,5.474999877624214
96,6.700999850220978
97,5.84749986929819
98,6.470499855373054
99,6.615499852132052
100,5.73249987186864
101,5.466999877803028
102,6.8264998474158345
103,6.623499851953238
104,5.854999869130552
105,6.572999853082001
106,6.598999852500856
107,5.804499870259315
108,6.401499856915325
109,5.756499871332198
110,6.839499847125262
